video_id,frame_count,first_crash_frame_index,crash_frame_count,timing,weather,egoinvolve,source_startframe,youtube_id,total_bytes
000471,50,40,10,Day,Normal,Yes,003375,0062,3683190
000472,50,32,18,Day,Snowy,Yes,003902,0062,3688548
000473,50,49,1,Day,Snowy,Yes,004884,0062,6848261
000474,50,41,9,Day,Normal,No,000009,0063,5334015
000475,50,42,8,Day,Normal,Yes,000164,0063,5094432
000476,50,41,9,Day,Normal,Yes,000297,0063,4534015
000477,50,38,12,Day,Rainy,No,000442,0063,5430321
000478,50,39,11,Day,Normal,Yes,000764,0063,5012535
000479,50,37,13,Day,Normal,No,001088,0063,4600194
000480,50,41,9,Day,Normal,No,001696,0063,5474717
000481,50,40,10,Day,Normal,Yes,002123,0063,6627127
000482,50,36,14,Day,Normal,Yes,002222,0063,5221173
000483,50,38,12,Day,Normal,Yes,003163,0063,4639620
000484,50,41,9,Day,Normal,Yes,003509,0063,7017084
000485,50,42,8,Day,Normal,No,003791,0063,5021925
000486,50,49,1,Day,Normal,Yes,004041,0063,3724426
000487,50,39,11,Day,Normal,Yes,004309,0063,5373623
000488,50,44,6,Day,Normal,Yes,004515,0063,5704320
000489,50,46,4,Day,Normal,Yes,004639,0063,4157752
000490,50,44,6,Day,Normal,Yes,000031,0064,5689812
000491,50,31,19,Day,Normal,Yes,000350,0064,7032186
000492,50,45,5,Night,Rainy,No,000505,0064,4923657
000493,50,41,9,Day,Snowy,Yes,001076,0064,3078435
000494,50,41,9,Day,Snowy,No,001190,0064,3371181
000495,50,39,11,Day,Normal,Yes,001448,0064,4933481
000496,50,36,14,Day,Snowy,Yes,001881,0064,3852382
000497,50,42,8,Day,Normal,No,002237,0064,3568220
000498,50,41,9,Day,Normal,No,002343,0064,3578077
000499,50,30,20,Day,Snowy,Yes,002660,0064,5517064
000500,50,38,12,Day,Snowy,No,002797,0064,7438988
000501,50,34,16,Day,Normal,No,003062,0064,7943249
000502,50,45,5,Night,Normal,Yes,003380,0064,3491912
000503,50,35,15,Night,Normal,Yes,003721,0064,4928248
000504,50,38,12,Night,Rainy,Yes,003901,0064,4303996
000505,50,45,5,Night,Normal,No,004114,0064,3927437
000506,50,48,2,Night,Normal,No,004364,0064,4502798
000507,50,41,9,Night,Normal,Yes,004511,0064,2388047
000508,50,43,7,Night,Snowy,Yes,004623,0064,3537029
000509,50,48,2,Night,Snowy,Yes,004681,0064,3123682
000510,50,40,10,Night,Normal,No,004961,0064,4727086
000511,50,32,18,Night,Normal,Yes,005141,0064,3363744
000512,50,44,6,Night,Snowy,Yes,005287,0064,3800605
000513,50,42,8,Night,Normal,No,005627,0064,3847653
000514,50,39,11,Night,Normal,Yes,005745,0064,4712390
000515,50,41,9,Day,Rainy,No,000189,0065,4758700
000516,50,48,2,Day,Normal,Yes,000570,0065,6789797
000517,50,37,13,Day,Normal,Yes,000724,0065,4737113
000518,50,39,11,Day,Snowy,No,000943,0065,4220527
000519,50,42,8,Day,Normal,Yes,001172,0065,4996727
000520,50,45,5,Day,Snowy,Yes,001409,0065,4852906
000521,50,30,20,Day,Snowy,No,001477,0065,5436668
000522,50,38,12,Day,Rainy,Yes,001625,0065,5153122
000523,50,35,15,Day,Normal,No,001750,0065,4399122
000524,50,35,15,Day,Normal,No,001860,0065,5407506
000525,50,32,18,Day,Normal,Yes,002094,0065,4473902
000526,50,35,15,Night,Snowy,No,002412,0065,3184627
000527,50,36,14,Day,Normal,Yes,002587,0065,4174338
000528,50,31,19,Day,Normal,No,002690,0065,7529808
000529,50,36,14,Day,Rainy,Yes,002859,0065,4696258
000530,50,33,17,Day,Normal,Yes,003375,0065,5867286
000531,50,31,19,Night,Snowy,Yes,003867,0065,5477667
000532,50,36,14,Night,Normal,Yes,004102,0065,3329289
000533,50,32,18,Night,Normal,Yes,004396,0065,4639191
000534,50,37,13,Night,Normal,Yes,004734,0065,3877682
000535,50,39,11,Night,Normal,Yes,004831,0065,3644889
000536,50,43,7,Night,Rainy,No,005328,0065,3982137
000537,50,45,5,Night,Rainy,No,005403,0065,4558980
000538,50,33,17,Day,Normal,No,000024,0066,5249385
000539,50,35,15,Day,Normal,No,000980,0066,4815414
000540,50,33,17,Day,Normal,Yes,001122,0066,5884954
000541,50,30,20,Day,Normal,Yes,001245,0066,6873390
000542,50,49,1,Day,Normal,Yes,001334,0066,5796116
000543,50,39,11,Day,Normal,Yes,001495,0066,7401376
000544,50,44,6,Day,Normal,Yes,001838,0066,5575606
000545,50,38,12,Day,Normal,No,001932,0066,3755558
000546,50,35,15,Day,Rainy,No,002173,0066,4500678
000547,50,32,18,Day,Snowy,No,002669,0066,3228135
000548,50,35,15,Day,Normal,Yes,003279,0066,6433720
000549,50,33,17,Day,Snowy,Yes,003641,0066,3546779
000550,50,44,6,Day,Snowy,No,003857,0066,3498264
000551,50,48,2,Day,Snowy,Yes,004883,0066,3744501
000552,50,43,7,Night,Normal,Yes,005311,0066,4175568
000553,50,36,14,Night,Rainy,No,005633,0066,5048856
000554,50,40,10,Day,Normal,Yes,000073,0067,4498801
000555,50,49,1,Day,Normal,Yes,000307,0067,4622073
000556,50,38,12,Day,Normal,No,000720,0067,4791749
000557,50,39,11,Day,Rainy,No,000928,0067,3886015
000558,50,39,11,Day,Normal,No,001497,0067,4376385
000559,50,41,9,Day,Normal,Yes,001739,0067,5473667
000560,50,45,5,Day,Rainy,No,001982,0067,3952695
000561,50,39,11,Day,Normal,Yes,002223,0067,4371000
000562,50,49,1,Day,Normal,Yes,002323,0067,7755465
000563,50,41,9,Night,Normal,Yes,002650,0067,4401297
000564,50,48,2,Day,Normal,Yes,002730,0067,5820245
000565,50,31,19,Day,Normal,Yes,003026,0067,5737654
000566,50,34,16,Day,Normal,No,003175,0067,5726549
000567,50,30,20,Day,Normal,No,003462,0067,5130226
000568,50,46,4,Day,Normal,No,004227,0067,6247986
000569,50,35,15,Day,Normal,Yes,004370,0067,5653417
000570,50,40,10,Day,Normal,Yes,004632,0067,5201146
000571,50,42,8,Day,Normal,No,004775,0067,7254686
000572,50,34,16,Day,Normal,No,004883,0067,9516572
000573,50,32,18,Day,Normal,No,005065,0067,6898050
000574,50,43,7,Day,Normal,Yes,000119,0068,4596167
000575,50,42,8,Day,Normal,No,000450,0068,6369272
000576,50,35,15,Day,Normal,Yes,000801,0068,3399255
000577,50,44,6,Day,Normal,Yes,000898,0068,5690537
000578,50,36,14,Day,Normal,Yes,001020,0068,5236546
000579,50,32,18,Day,Normal,No,001308,0068,5732233
000580,50,43,7,Day,Normal,Yes,001685,0068,5810713
000581,50,49,1,Day,Normal,No,001775,0068,7096615
000582,50,37,13,Day,Normal,No,001922,0068,5931314
000583,50,44,6,Day,Rainy,No,002007,0068,4661613
000584,50,47,3,Day,Normal,Yes,002595,0068,4527809
000585,50,33,17,Day,Normal,Yes,002991,0068,4108983
000586,50,38,12,Day,Normal,Yes,003311,0068,5089051
000587,50,39,11,Day,Normal,No,003516,0068,5932796
000588,50,41,9,Day,Normal,No,003712,0068,6188554
000589,50,45,5,Day,Normal,No,003967,0068,2644859
000590,50,45,5,Day,Normal,No,004538,0068,7579440
000591,50,36,14,Day,Normal,No,004689,0068,5973223
000592,50,43,7,Night,Normal,No,005503,0068,5465072
000593,50,35,15,Night,Normal,Yes,005641,0068,3247529
000594,50,45,5,Night,Normal,Yes,005731,0068,4392953
000595,50,46,4,Day,Normal,Yes,000105,0069,4887775
000596,50,33,17,Night,Normal,Yes,000350,0069,3621428
000597,50,34,16,Day,Normal,No,000677,0069,7748217
000598,50,32,18,Day,Normal,No,001402,0069,4466094
000599,50,38,12,Day,Normal,Yes,002275,0069,4455691
000600,50,46,4,Day,Normal,No,002366,0069,5767779
000601,50,35,15,Day,Normal,No,002579,0069,5349409
000602,50,42,8,Day,Normal,Yes,002728,0069,5977783
000603,50,39,11,Day,Normal,Yes,002916,0069,5889370
000604,50,34,16,Day,Normal,No,003064,0069,3820410
000605,50,43,7,Day,Normal,No,003172,0069,4715903
000606,50,33,17,Day,Normal,No,003653,0069,6937211
000607,50,38,12,Day,Normal,Yes,004578,0069,4836142
000608,50,36,14,Day,Normal,Yes,004842,0069,5114444
000609,50,31,19,Day,Normal,Yes,005023,0069,5460606
000610,50,45,5,Night,Normal,No,005249,0069,4766606
000611,50,48,2,Day,Rainy,No,005429,0069,4928804
000612,50,49,1,Day,Normal,Yes,000107,0070,3883939
000613,50,41,9,Day,Normal,No,000391,0070,5119666
000614,50,32,18,Day,Normal,Yes,000496,0070,6705057
000615,50,41,9,Day,Normal,No,001335,0070,8008854
000616,50,35,15,Day,Snowy,No,002072,0070,3411348
000617,50,37,13,Day,Snowy,No,002623,0070,5254332
000618,50,32,18,Day,Normal,Yes,002833,0070,6390159
000619,50,33,17,Night,Snowy,Yes,003402,0070,5405811
000620,50,49,1,Day,Normal,Yes,003994,0070,5335848
000621,50,31,19,Day,Normal,Yes,004076,0070,6784211
000622,50,46,4,Day,Normal,No,004207,0070,5545196
000623,50,35,15,Day,Normal,No,004599,0070,6964412
000624,50,34,16,Night,Normal,No,004843,0070,5048605
000625,50,38,12,Night,Normal,Yes,005038,0070,6294804
000626,50,44,6,Night,Normal,No,005275,0070,4534757
000627,50,37,13,Night,Normal,No,005567,0070,6137667
000628,50,33,17,Day,Normal,Yes,000077,0071,3849752
000629,50,47,3,Day,Normal,No,000986,0071,6887912
000630,50,34,16,Day,Normal,Yes,001412,0071,4009798
000631,50,32,18,Day,Normal,No,001721,0071,3839099
000632,50,38,12,Day,Normal,Yes,001995,0071,6437164
000633,50,45,5,Day,Normal,No,002469,0071,5993220
000634,50,31,19,Day,Normal,No,003895,0071,5548254
000635,50,41,9,Day,Normal,Yes,004044,0071,3867352
000636,50,43,7,Day,Normal,No,004809,0071,6859773
000637,50,33,17,Night,Normal,No,005166,0071,3394784
000638,50,36,14,Night,Normal,Yes,005445,0071,5683831
000639,50,32,18,Day,Normal,Yes,000452,0072,4742721
000640,50,42,8,Day,Normal,Yes,000635,0072,4586195
000641,50,47,3,Day,Normal,Yes,000759,0072,4867210
000642,50,38,12,Day,Normal,Yes,000890,0072,4529061
000643,50,41,9,Day,Snowy,Yes,001036,0072,4281493
000644,50,38,12,Day,Snowy,Yes,002378,0072,6222978
000645,50,37,13,Day,Snowy,No,002466,0072,5091078
000646,50,37,13,Day,Snowy,Yes,002639,0072,4652201
000647,50,32,18,Day,Snowy,Yes,003473,0072,3574082
000648,50,40,10,Night,Normal,Yes,003827,0072,4029097
000649,50,43,7,Night,Snowy,Yes,004317,0072,2859452
000650,50,38,12,Night,Snowy,Yes,004500,0072,4010222
000651,50,48,2,Night,Normal,Yes,004603,0072,6522561
000652,50,35,15,Night,Normal,Yes,005059,0072,4934447
000653,50,46,4,Night,Snowy,Yes,005743,0072,4561747
000654,50,40,10,Day,Normal,Yes,000485,0073,3126014
000655,50,47,3,Day,Normal,Yes,001423,0073,4732815
000656,50,38,12,Day,Normal,Yes,001882,0073,4883411
000657,50,44,6,Day,Normal,Yes,000654,0074,2484882
000658,50,39,11,Day,Normal,No,000537,0074,4354162
000659,50,31,19,Day,Normal,No,000002,0082,5877988
000660,50,47,3,Day,Normal,No,001332,0082,6521674
000661,50,39,11,Day,Normal,No,002219,0082,6067202
000662,50,36,14,Night,Normal,No,002605,0082,3845819
000663,50,32,18,Day,Normal,No,003747,0082,3710262
000664,50,41,9,Day,Normal,Yes,004705,0082,7021249
000665,50,46,4,Day,Normal,No,005046,0082,4813369
000666,50,45,5,Day,Normal,Yes,005486,0082,5949067
000667,50,38,12,Day,Normal,No,006615,0082,7127753
000668,50,45,5,Day,Normal,No,007066,0082,5936948
000669,50,33,17,Day,Normal,Yes,007846,0082,8404522
000670,50,44,6,Day,Normal,Yes,000848,0083,3920448
000671,50,45,5,Day,Normal,Yes,001529,0083,4469422
000672,50,47,3,Day,Snowy,Yes,001761,0083,2743777
000673,50,44,6,Day,Normal,Yes,002022,0083,4457520
000674,50,49,1,Night,Rainy,Yes,002347,0083,5072376
000675,50,36,14,Day,Snowy,No,002685,0083,3360214
000676,50,38,12,Day,Normal,Yes,005862,0083,3828528
000677,50,38,12,Day,Normal,No,000975,0084,3172984
000678,50,48,2,Day,Normal,Yes,001506,0084,9927992
000679,50,43,7,Day,Normal,Yes,002133,0084,9502222
000680,50,41,9,Day,Normal,Yes,002788,0084,5085934
000681,50,35,15,Day,Normal,Yes,006201,0084,6515825
000682,50,31,19,Day,Normal,No,007118,0084,5493837
000683,50,37,13,Day,Normal,Yes,000480,0085,9918839
000684,50,31,19,Day,Normal,No,000658,0085,5533200
000685,50,45,5,Day,Normal,No,003800,0085,6448170
000686,50,43,7,Day,Normal,Yes,003962,0085,5175623
000687,50,33,17,Day,Normal,Yes,006325,0085,3797084
000688,50,38,12,Day,Normal,Yes,007735,0085,8809438
000689,50,41,9,Day,Normal,Yes,000665,0086,2913602
000690,50,33,17,Day,Normal,Yes,001470,0086,4632971
000691,50,38,12,Day,Snowy,No,002653,0086,7635111
000692,50,32,18,Day,Normal,Yes,003902,0086,4840518
000693,50,42,8,Day,Normal,Yes,004878,0086,5481019
000694,50,46,4,Day,Normal,Yes,005611,0086,5768566
000695,50,39,11,Day,Normal,No,000205,0087,6654495
000696,50,46,4,Night,Rainy,No,000660,0087,5245395
000697,50,36,14,Day,Normal,No,001182,0087,5021339
000698,50,43,7,Day,Normal,Yes,001507,0087,4425455
000699,50,34,16,Day,Normal,Yes,002125,0087,7696370
000700,50,46,4,Day,Normal,No,002410,0087,4879822
000701,50,30,20,Night,Rainy,Yes,003629,0087,3478364
000702,50,42,8,Day,Normal,No,004854,0087,9421270
000703,50,32,18,Day,Normal,Yes,005069,0087,4287048
000704,50,40,10,Night,Normal,Yes,005492,0087,2958369
000705,50,38,12,Day,Normal,Yes,001721,0088,6551026
000706,50,41,9,Day,Normal,Yes,003123,0088,4838980
000707,50,38,12,Day,Normal,Yes,000521,0088,8328531
000708,50,33,17,Day,Normal,Yes,001456,0088,5606193
000709,50,42,8,Day,Normal,No,005868,0088,5743531
000710,50,49,1,Day,Normal,Yes,002060,0089,7251969
000711,50,33,17,Day,Normal,Yes,002892,0089,8272858
000712,50,41,9,Day,Normal,Yes,003968,0089,8022024
000713,50,41,9,Day,Normal,No,004094,0089,6436013
000714,50,44,6,Day,Normal,No,004309,0089,4885936
000715,50,39,11,Day,Snowy,Yes,005499,0089,6851273
000716,50,41,9,Day,Normal,No,006972,0089,4890770
000717,50,36,14,Day,Normal,No,007362,0089,7892884
000718,50,46,4,Day,Snowy,Yes,000126,0090,8272162
000719,50,44,6,Night,Normal,Yes,000498,0090,3404494
000720,50,39,11,Day,Normal,Yes,002169,0090,11120155
000721,50,40,10,Night,Normal,Yes,004899,0090,6192102
000722,50,30,20,Day,Normal,Yes,005790,0090,7710938
000723,50,39,11,Day,Normal,No,001429,0091,6108586
000724,50,37,13,Day,Snowy,Yes,001862,0091,6661745
000725,50,31,19,Day,Normal,Yes,002500,0091,4151833
000726,50,40,10,Day,Normal,No,002585,0091,6902506
000727,50,42,8,Day,Normal,Yes,002690,0091,7298163
000728,50,32,18,Day,Normal,Yes,002765,0091,4910973
000729,50,35,15,Day,Normal,No,002873,0091,8088939
000730,50,35,15,Day,Rainy,No,004494,0091,5439947
000731,50,30,20,Night,Normal,No,000105,0101,3977829
000732,50,30,20,Day,Normal,Yes,000215,0101,3902093
000733,50,30,20,Day,Normal,Yes,000670,0101,5245038
000734,50,35,15,Day,Normal,Yes,000772,0101,7623470
000735,50,30,20,Day,Rainy,No,000857,0101,4104923
000736,50,39,11,Day,Normal,No,001078,0101,6955743
000737,50,40,10,Day,Normal,Yes,001168,0101,5135119
000738,50,35,15,Day,Normal,No,001420,0101,7178133
000739,50,30,20,Night,Rainy,Yes,001512,0101,4777731
000740,50,32,18,Day,Rainy,Yes,001655,0101,4955548
000741,50,48,2,Day,Normal,No,001834,0101,5125373
000742,50,35,15,Day,Normal,No,002092,0101,6239482
000743,50,32,18,Day,Normal,Yes,002445,0101,8378640
000744,50,30,20,Day,Normal,Yes,005420,0101,7189576
000745,50,32,18,Night,Normal,No,005503,0101,5442026
000746,50,34,16,Day,Rainy,Yes,005861,0101,8577200
000747,50,30,20,Night,Normal,No,006232,0101,5757965
000748,50,38,12,Day,Normal,No,006414,0101,9591288
000749,50,32,18,Day,Normal,Yes,000102,0102,7115110
000750,50,34,16,Day,Normal,Yes,000305,0102,8558291
000751,50,40,10,Day,Normal,Yes,000484,0102,9805834
000752,50,32,18,Day,Normal,No,000827,0102,6888670
000753,50,47,3,Day,Normal,Yes,000932,0102,8279918
000754,50,46,4,Day,Normal,Yes,001018,0102,5758339
000755,50,41,9,Day,Normal,Yes,001163,0102,6932394
000756,50,42,8,Day,Normal,No,001337,0102,5079234
000757,50,36,14,Day,Normal,No,001773,0102,6057162
000758,50,47,3,Day,Normal,Yes,001967,0102,5534707
000759,50,32,18,Day,Normal,No,002157,0102,4485765
000760,50,49,1,Day,Normal,No,002900,0102,6568782
000761,50,30,20,Day,Normal,No,004154,0102,7215550
000762,50,34,16,Day,Normal,No,004580,0102,7507402
000763,50,39,11,Day,Normal,Yes,004665,0102,5984029
000764,50,34,16,Day,Normal,No,004770,0102,7133522
000765,50,39,11,Day,Normal,No,004865,0102,6844087
000766,50,42,8,Day,Normal,Yes,005222,0102,6048181
000767,50,40,10,Day,Normal,Yes,000096,0103,4676716
000768,50,35,15,Day,Normal,Yes,000416,0103,7418848
000769,50,32,18,Day,Normal,No,000789,0103,5585751
000770,50,33,17,Day,Normal,Yes,000969,0103,7014397
000771,50,33,17,Day,Normal,No,001068,0103,6483019
000772,50,46,4,Day,Normal,Yes,001235,0103,7033957
000773,50,34,16,Day,Normal,No,001916,0103,6691236
000774,50,31,19,Day,Normal,No,002079,0103,5939748
000775,50,38,12,Day,Normal,No,002212,0103,5952433
000776,50,34,16,Day,Normal,No,002440,0103,10282840
000777,50,39,11,Day,Normal,Yes,002635,0103,4762180
000778,50,43,7,Day,Rainy,Yes,002950,0103,4182583
000779,50,33,17,Day,Normal,Yes,003143,0103,4928154
000780,50,32,18,Day,Normal,No,004298,0103,8099580
000781,50,38,12,Day,Normal,No,004397,0103,4288890
000782,50,32,18,Night,Normal,No,000079,0104,5772732
000783,50,37,13,Day,Normal,No,000179,0104,8319931
000784,50,33,17,Day,Rainy,Yes,000553,0104,3229158
000785,50,32,18,Day,Normal,No,001034,0104,8123188
000786,50,43,7,Day,Normal,No,001168,0104,8444575
000787,50,43,7,Day,Normal,Yes,001288,0104,4269671
000788,50,36,14,Day,Normal,No,001645,0104,9900725
000789,50,47,3,Day,Rainy,No,001719,0104,7159660
000790,50,31,19,Day,Normal,No,001930,0104,5274960
000791,50,38,12,Day,Normal,No,002023,0104,7239648
000792,50,34,16,Day,Normal,Yes,002247,0104,4564495
000793,50,33,17,Day,Normal,No,002323,0104,7610099
000794,50,38,12,Day,Normal,No,002413,0104,5137177
000795,50,42,8,Day,Normal,Yes,002764,0104,5161418
000796,50,49,1,Day,Normal,No,003012,0104,6708668
000797,50,41,9,Day,Normal,Yes,003160,0104,9891917
000798,50,37,13,Day,Normal,Yes,003269,0104,5943310
000799,50,40,10,Day,Normal,No,003356,0104,5887852
000800,50,45,5,Day,Normal,No,004161,0104,9562291
000801,50,33,17,Day,Normal,Yes,004283,0104,7762869
000802,50,40,10,Day,Normal,No,006531,0104,5918563
000803,50,36,14,Day,Normal,Yes,000102,0105,7813204
000804,50,30,20,Day,Normal,No,000411,0105,7833578
000805,50,30,20,Day,Normal,Yes,000750,0105,5859519
000806,50,35,15,Day,Normal,No,001055,0105,4849316
000807,50,31,19,Day,Normal,No,001149,0105,7457699
000808,50,31,19,Day,Rainy,No,001434,0105,6109194
000809,50,34,16,Day,Normal,No,002301,0105,6855975
000810,50,32,18,Day,Normal,Yes,002623,0105,7145368
000811,50,30,20,Day,Normal,Yes,003916,0105,6191420
000812,50,30,20,Day,Normal,No,005156,0105,8314404
000813,50,44,6,Day,Normal,Yes,005227,0105,6583663
000814,50,34,16,Day,Normal,Yes,005487,0105,8543986
000815,50,42,8,Day,Normal,Yes,000089,0106,7672742
000816,50,31,19,Day,Normal,No,000305,0106,7245460
000817,50,37,13,Day,Normal,No,001299,0106,4949953
000818,50,36,14,Day,Normal,Yes,001440,0106,8132723
000819,50,33,17,Day,Normal,No,001678,0106,7596761
000820,50,46,4,Day,Normal,No,002215,0106,9318338
000821,50,41,9,Day,Normal,No,002295,0106,5689685
000822,50,45,5,Day,Rainy,No,002396,0106,7151984
000823,50,49,1,Day,Normal,No,002677,0106,8812750
000824,50,30,20,Day,Normal,No,004285,0106,8884365
000825,50,44,6,Day,Normal,No,000209,0107,8782078
000826,50,33,17,Day,Normal,Yes,000330,0107,4905168
000827,50,37,13,Day,Rainy,Yes,000888,0107,7327040
000828,50,38,12,Day,Rainy,Yes,000962,0107,4943328
000829,50,37,13,Day,Normal,Yes,001040,0107,7595541
000830,50,38,12,Day,Normal,No,001326,0107,8388703
000831,50,30,20,Day,Normal,Yes,002845,0107,5797048
000832,50,31,19,Day,Normal,No,003269,0107,4784762
000833,50,34,16,Day,Normal,No,003471,0107,5289336
000834,50,30,20,Day,Normal,No,003685,0107,8577465
000835,50,32,18,Day,Normal,Yes,003913,0107,4271343
000836,50,38,12,Day,Normal,No,004134,0107,7371762
000837,50,30,20,Day,Normal,Yes,000509,0108,4276092
000838,50,31,19,Day,Normal,Yes,000593,0108,4848393
000839,50,33,17,Day,Normal,No,000691,0108,6477526
000840,50,41,9,Day,Normal,Yes,001253,0108,5303530
000841,50,47,3,Day,Normal,No,001487,0108,7149439
000842,50,32,18,Day,Normal,No,002127,0108,4980298
000843,50,32,18,Day,Normal,No,002512,0108,6621581
000844,50,34,16,Day,Normal,No,002685,0108,5936818
000845,50,36,14,Day,Normal,No,004133,0108,3814896
000846,50,30,20,Day,Normal,No,004234,0108,11937626
000847,50,44,6,Day,Normal,No,004510,0108,9511157
000848,50,30,20,Day,Normal,No,006169,0108,8764797
000849,50,37,13,Day,Normal,No,006677,0108,4599113
000850,50,33,17,Day,Normal,No,000118,0109,5640248
000851,50,42,8,Day,Normal,Yes,000214,0109,9460678
000852,50,45,5,Day,Normal,Yes,000281,0109,6618465
000853,50,33,17,Day,Normal,Yes,000418,0109,5780223
000854,50,35,15,Day,Normal,Yes,000511,0109,6842003
000855,50,34,16,Day,Normal,No,000602,0109,8496082
000856,50,30,20,Day,Normal,No,000681,0109,7183078
000857,50,35,15,Day,Normal,No,001081,0109,8453692
000858,50,31,19,Day,Normal,No,001305,0109,9250961
000859,50,40,10,Day,Rainy,No,001431,0109,8400362
000860,50,35,15,Day,Normal,No,001541,0109,9523710
000861,50,33,17,Night,Normal,Yes,001653,0109,3851728
000862,50,39,11,Day,Normal,Yes,001917,0109,5890641
000863,50,33,17,Day,Normal,No,002143,0109,8696696
000864,50,36,14,Day,Normal,No,002245,0109,5565642
000865,50,47,3,Day,Normal,No,002329,0109,3821070
000866,50,33,17,Night,Normal,No,002638,0109,4324241
000867,50,32,18,Day,Rainy,No,002749,0109,5462861
000868,50,48,2,Day,Normal,No,003108,0109,12296802
000869,50,43,7,Day,Normal,No,003323,0109,8213801
000870,50,41,9,Day,Rainy,No,003415,0109,4398811
000871,50,30,20,Day,Normal,Yes,003719,0109,7834327
000872,50,36,14,Day,Normal,No,004690,0109,6036463
000873,50,32,18,Day,Normal,Yes,004811,0109,6802695
000874,50,30,20,Day,Normal,No,005844,0109,5816630
000875,50,36,14,Night,Normal,Yes,006018,0109,6364676
000876,50,30,20,Day,Normal,No,000151,0110,7609480
000877,50,34,16,Day,Normal,No,000481,0110,8430489
000878,50,34,16,Day,Normal,No,001028,0110,10288762
000879,50,30,20,Day,Rainy,No,001113,0110,6504703
000880,50,31,19,Night,Normal,No,002621,0110,2532194
000881,50,33,17,Day,Normal,Yes,004541,0110,7680683
000882,50,30,20,Day,Normal,Yes,004869,0110,10848022
000883,50,30,20,Day,Normal,No,006453,0110,10506597
000884,50,30,20,Day,Normal,Yes,000116,0111,6350914
000885,50,30,20,Day,Normal,No,000308,0111,8020597
000886,50,30,20,Day,Rainy,Yes,000418,0111,4706907
000887,50,40,10,Day,Normal,No,001887,0111,7542198
000888,50,35,15,Day,Normal,No,002972,0111,7601028
000889,50,30,20,Day,Normal,No,003676,0111,9274324
000890,50,30,20,Day,Normal,No,003951,0111,5821271
000891,50,30,20,Day,Normal,Yes,005741,0111,5412785
000892,50,42,8,Day,Normal,No,000122,0112,10582161
000893,50,32,18,Day,Normal,Yes,000222,0112,6830663
000894,50,30,20,Day,Normal,Yes,000351,0112,7605168
000895,50,38,12,Day,Normal,No,000689,0112,6293429
000896,50,30,20,Day,Normal,No,001139,0112,5194003
000897,50,35,15,Day,Rainy,No,002444,0112,10673277
000898,50,34,16,Day,Normal,Yes,003250,0112,4722751
000899,50,30,20,Day,Normal,Yes,003531,0112,5529999
000900,50,33,17,Day,Normal,No,004068,0112,7456146
000901,50,30,20,Day,Normal,No,005388,0112,9434023
000902,50,30,20,Day,Normal,No,006853,0112,8388831
000903,50,32,18,Day,Normal,No,000377,0113,6944224
000904,50,31,19,Day,Normal,No,001118,0113,9169865
000905,50,31,19,Day,Normal,No,002061,0113,8544529
000906,50,44,6,Day,Normal,No,002592,0113,6078497
000907,50,42,8,Day,Normal,Yes,002755,0113,8580170
000908,50,31,19,Day,Normal,No,003428,0113,8046778
000909,50,34,16,Day,Normal,No,003728,0113,7375290
000910,50,30,20,Day,Normal,No,005706,0113,8082889
000911,50,30,20,Day,Normal,Yes,001561,0113,7155569
000912,50,36,14,Day,Normal,Yes,001755,0113,7303727
000913,50,32,18,Day,Normal,No,000800,0114,5197608
000914,50,30,20,Day,Normal,No,001160,0114,9620142
000915,50,45,5,Day,Normal,No,003702,0114,6556028
000916,50,30,20,Day,Normal,No,005153,0114,11277578
000917,50,36,14,Day,Normal,Yes,003336,0114,10026405
000918,50,34,16,Night,Normal,No,000122,0115,9556436
000919,50,32,18,Day,Normal,Yes,000509,0115,7655953
000920,50,31,19,Day,Normal,No,001128,0115,6922281
000921,50,30,20,Day,Normal,No,001432,0115,8326932
000922,50,31,19,Day,Normal,No,003453,0115,6977804
000923,50,30,20,Day,Normal,Yes,001062,0116,7813081
000924,50,30,20,Day,Normal,No,001308,0116,7861697
000925,50,31,19,Day,Normal,No,001657,0116,6495881
000926,50,30,20,Day,Normal,Yes,002535,0116,8112794
000927,50,30,20,Day,Normal,No,003440,0116,7591040
000928,50,30,20,Day,Normal,No,003750,0116,7957422
000929,50,35,15,Day,Normal,No,005112,0116,6314338
000930,50,35,15,Night,Normal,Yes,005372,0116,5055935
000931,50,30,20,Night,Snowy,Yes,001328,0117,3434468
000932,50,30,20,Day,Normal,Yes,001629,0117,10458619
000933,50,30,20,Day,Normal,No,001805,0117,8170111
000934,50,30,20,Day,Normal,No,001899,0117,8025825
000935,50,30,20,Night,Normal,Yes,002024,0117,5799101
000936,50,42,8,Day,Normal,No,002574,0117,8855448
000937,50,30,20,Day,Normal,Yes,003256,0117,6844897
000938,50,40,10,Day,Normal,No,004665,0117,10447081
000939,50,45,5,Day,Normal,No,005001,0117,6148989
000940,50,31,19,Day,Rainy,Yes,000115,0118,6502717
000941,50,44,6,Day,Normal,Yes,001377,0118,5716314
000942,50,34,16,Day,Normal,Yes,001732,0118,10103700
000943,50,48,2,Day,Normal,No,002462,0118,6549116
000944,50,30,20,Day,Normal,No,002705,0118,5880049
000945,50,30,20,Day,Rainy,No,003035,0118,4384659
000946,50,41,9,Day,Normal,Yes,006068,0118,9021700
000947,50,30,20,Day,Rainy,No,000103,0119,6001868
000948,50,30,20,Day,Normal,No,000304,0119,4798467
