ID,sample_index,frame_index,time_seconds,accel_label,steer_label
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,249,498,24.9,DECELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,250,500,25.0,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,251,502,25.1,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,252,504,25.2,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,253,506,25.3,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,254,508,25.4,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,255,510,25.5,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,256,512,25.6,DECELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,257,514,25.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,258,516,25.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,259,518,25.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,260,520,26.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,261,522,26.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,262,524,26.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,263,526,26.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,264,528,26.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,265,530,26.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,266,532,26.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,267,534,26.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,268,536,26.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,269,538,26.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,270,540,27.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,271,542,27.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,272,544,27.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,273,546,27.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,274,548,27.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,275,550,27.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,276,552,27.6,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,277,554,27.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,278,556,27.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,279,558,27.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,280,560,28.0,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,281,562,28.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,282,564,28.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,283,566,28.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,284,568,28.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,285,570,28.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,286,572,28.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,287,574,28.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,288,576,28.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,289,578,28.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,290,580,29.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,291,582,29.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,292,584,29.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,293,586,29.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,294,588,29.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,295,590,29.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,296,592,29.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,297,594,29.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,298,596,29.8,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,299,598,29.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,300,600,30.0,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,301,602,30.1,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,302,604,30.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,303,606,30.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,304,608,30.4,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,305,610,30.5,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,306,612,30.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,307,614,30.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,308,616,30.8,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,309,618,30.9,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,310,620,31.0,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,311,622,31.1,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,312,624,31.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,313,626,31.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,314,628,31.4,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,315,630,31.5,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,316,632,31.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,317,634,31.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,318,636,31.8,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,319,638,31.9,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,320,640,32.0,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,321,642,32.1,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,322,644,32.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,323,646,32.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,324,648,32.4,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,325,650,32.5,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,326,652,32.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,327,654,32.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,328,656,32.8,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,329,658,32.9,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,330,660,33.0,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,331,662,33.1,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,332,664,33.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,333,666,33.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,334,668,33.4,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,335,670,33.5,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,336,672,33.6,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,337,674,33.7,DECELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,338,676,33.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,339,678,33.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,340,680,34.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,341,682,34.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,342,684,34.2,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,343,686,34.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,344,688,34.4,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,345,690,34.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,346,692,34.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,347,694,34.7,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,348,696,34.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,349,698,34.9,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,350,700,35.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,351,702,35.099,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,352,704,35.2,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,353,706,35.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,354,708,35.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,355,710,35.499,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,356,712,35.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,357,714,35.699,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,358,716,35.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,359,718,35.899,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,360,720,35.999,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,361,722,36.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,362,724,36.199,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,363,726,36.299,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,364,728,36.399,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,365,730,36.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,366,732,36.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,367,734,36.699,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,368,736,36.799,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,369,738,36.899,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,370,740,36.999,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,371,742,37.099,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,372,744,37.199,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,373,746,37.299,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,374,748,37.399,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,375,750,37.499,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,376,752,37.599,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,377,754,37.699,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,378,756,37.799,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,379,758,37.899,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,380,760,37.999,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,381,762,38.099,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,382,764,38.199,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,383,766,38.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,384,768,38.399,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,385,770,38.499,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,386,772,38.599,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,387,774,38.699,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,388,776,38.799,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,389,778,38.899,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,390,780,38.999,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,391,782,39.099,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,392,784,39.199,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,393,786,39.299,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,394,788,39.399,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,395,790,39.499,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,396,792,39.599,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,397,794,39.699,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,398,796,39.799,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,399,798,39.9,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,400,800,39.999,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,401,802,40.099,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,402,804,40.199,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,403,806,40.299,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,404,808,40.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,405,810,40.499,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,406,812,40.599,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,407,814,40.699,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,408,816,40.799,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,409,818,40.899,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,410,820,40.999,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,411,822,41.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,412,824,41.199,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,413,826,41.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,414,828,41.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,415,830,41.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,416,832,41.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,417,834,41.699,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,418,836,41.799,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,419,838,41.899,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,420,840,41.999,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,421,842,42.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,422,844,42.199,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,423,846,42.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,424,848,42.399,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,425,850,42.499,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,426,852,42.599,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,427,854,42.699,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,428,856,42.799,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,429,858,42.899,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,430,860,42.999,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,431,862,43.099,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,432,864,43.199,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,433,866,43.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,434,868,43.399,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,435,870,43.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,436,872,43.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,437,874,43.699,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,438,876,43.799,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,439,878,43.899,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,440,880,43.999,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,441,882,44.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,442,884,44.199,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,443,886,44.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,444,888,44.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,445,890,44.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,446,892,44.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,447,894,44.699,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,448,896,44.799,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,449,898,44.899,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,450,900,44.999,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,451,902,45.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,452,904,45.199,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,453,906,45.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,454,908,45.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,455,910,45.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,456,912,45.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,457,914,45.699,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,458,916,45.799,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,459,918,45.899,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,460,920,45.999,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,461,922,46.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,462,924,46.199,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,463,926,46.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,464,928,46.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,465,930,46.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,466,932,46.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,467,934,46.699,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,468,936,46.799,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,469,938,46.899,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,470,940,46.999,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,471,942,47.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,472,944,47.199,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,473,946,47.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,474,948,47.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,475,950,47.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,476,952,47.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,477,954,47.699,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,478,956,47.799,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,479,958,47.899,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,480,960,47.999,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,481,962,48.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,482,964,48.199,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,483,966,48.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,484,968,48.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,485,970,48.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,486,972,48.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,487,974,48.699,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,488,976,48.799,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,489,978,48.899,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,490,980,48.999,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,491,982,49.099,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,492,984,49.199,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,493,986,49.299,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,494,988,49.399,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,495,990,49.499,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,496,992,49.599,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,497,994,49.699,CONSTANT,STRAIGHT
